TICKER	DATA PRIMA QUOTAZIONE	DATA ULTIMA QUOTAZIONE	VARIAZIONE PERCENTUALE	PREZZO MINIMO	PREZZO MASSIMO
SB	2008-05-30	2018-08-24	-83.439%	0.300	9.980
SBAC	1999-06-16	2018-08-24	1658.084%	0.190	99.830
SBBP	2015-10-16	2018-08-24	-45.274%	2.000	9.250
SBBX	1998-02-20	2018-08-24	208.633%	1.990	9.991
SBCF	1984-02-02	2018-08-24	207.218%	10.000	99.950
SBFG	2015-01-05	2018-08-24	115.829%	10.000	9.790
SBGI	1995-06-07	2018-08-24	142.487%	0.850	9.990
SBGL	2013-02-11	2018-08-24	-62.301%	10.000	9.990
SBH	2006-11-17	2018-08-24	94.020%	10.000	9.990
SBI	1992-03-17	2018-08-24	-17.205%	10.000	9.990
SBLK	2007-12-03	2018-08-24	-98.801%	1.550	99.750
SBLKZ	2017-11-13	2018-08-24	5.581%	23.580	26.000
SBNA	2014-05-20	2018-08-24	-0.604%	17.450	27.980
SBNY	2004-03-23	2018-08-24	504.879%	100.290	98.450
SBOT	2010-06-21	2018-08-24	-90.429%	1.320	99.400
SBOW	2017-01-03	2018-08-24	-9.045%	19.890	34.760
SBPH	2016-05-06	2018-08-24	15.315%	10.000	9.990
SBR	1987-12-30	2018-08-24	288.696%	10.000	9.875
SBRA	2002-04-02	2018-08-24	-59.404%	0.330	9.960
SBS	2002-05-10	2018-08-24	215.130%	0.748	9.998
SBSI	1998-05-13	2018-08-24	505.124%	10.003	9.986
SBT	2000-05-16	2018-08-24	-99.333%	10.951	9999.000
SBUX	1992-06-26	2018-08-24	15602.326%	0.320	9.988
SC	2014-01-23	2018-08-24	-15.794%	10.000	9.950
SCAC	2016-11-15	2018-08-24	2.121%	10.000	9.991
SCCO	1996-01-05	2018-08-24	1550.977%	1.403	9.992
SCD	2004-02-25	2018-08-24	-29.885%	10.000	9.990
SCG	1987-12-30	2018-08-24	170.957%	14.250	76.410
SCHL	1992-02-25	2018-08-24	196.991%	10.160	9.650
SCHN	1993-11-16	2018-08-24	310.526%	10.000	99.840
SCHW	1987-09-22	2018-08-24	13858.693%	0.126	9.980
SCI	1987-07-23	2018-08-24	347.542%	1.562	9.990
SCKT	1999-04-26	2018-08-24	-64.364%	0.500	99.375
SCL	1992-03-17	2018-08-24	1023.542%	10.000	92.970
SCM	2012-11-08	2018-08-24	-8.161%	10.000	9.990
SCON	2000-02-16	2018-08-24	-100.000%	1.470	9990.000
SCPH	2017-11-17	2018-08-24	-62.482%	10.121	9.460
SCS	1998-02-18	2018-08-24	-56.877%	10.000	9.990
SCSC	1994-03-18	2018-08-24	2375.636%	1.406	9.984
SCVL	1993-03-16	2018-08-24	388.758%	1.833	9.993
SCWX	2016-04-22	2018-08-24	-6.143%	10.000	9.980
SCX	1987-12-30	2018-08-24	-83.875%	10.000	9.990
SCYX	2014-05-02	2018-08-24	-85.778%	1.050	9.990
SCZ	2007-12-12	2018-08-24	21.434%	18.670	69.190
SD	2016-10-04	2018-08-24	-14.821%	13.015	26.850
SDLP	2012-10-19	2018-08-24	-86.336%	1.700	9.990
SDR	2012-04-18	2018-08-24	-92.659%	0.740	9.880
SDRL	2006-01-13	2018-08-24	-99.257%	10001.209	9998.532
SDT	2011-04-07	2018-08-24	-93.515%	0.730	9.960
SDVY	2017-11-03	2018-08-24	9.528%	19.620	22.040
SE	2017-10-20	2018-08-24	-9.348%	10.060	17.190
SEAC	1996-11-05	2018-08-24	-87.600%	1.380	9.990
SEAS	2013-04-19	2018-08-24	-17.542%	10.420	39.650
SECO	2017-09-22	2018-08-24	40.000%	10.010	9.990
SEDG	2015-03-26	2018-08-24	130.797%	11.350	70.739
SEE	1989-05-12	2018-08-24	2393.440%	1.375	9.969
SEED	2004-03-30	2018-08-24	-88.518%	10.000	99.800
SEIC	1981-03-25	2018-08-24	32639.945%	0.190	9.984
SEII	2007-12-28	2018-08-24	-95.987%	0.600	98.700
SELB	2016-06-22	2018-08-24	-8.286%	10.050	9.990
SELF	2015-10-01	2018-08-24	12.267%	3.560	5.840
SEM	2009-09-25	2018-08-24	93.261%	10.000	9.980
SEMG	2010-10-18	2018-08-24	10.443%	13.980	88.990
SEND	2017-11-15	2018-08-24	92.389%	17.500	34.770
SENEA	1998-06-08	2018-08-24	86.870%	10.000	42.650
SEP	2007-07-26	2018-08-24	33.175%	12.100	60.070
SERV	2014-06-26	2018-08-24	237.604%	17.050	62.270
SES	2007-08-10	2018-08-24	-96.528%	10.000	99.280
SF	1983-07-19	2018-08-24	1609.781%	0.800	9.933
SFBC	2015-10-02	2018-08-24	98.903%	20.050	40.870
SFBS	2014-05-14	2018-08-24	204.024%	12.385	44.950
SFE	1987-12-30	2018-08-24	104.103%	10.000	98.250
SFIX	2017-10-26	2018-08-24	138.868%	14.480	38.390
SFL	2004-06-17	2018-08-24	0.341%	10.000	9.950
SFLY	2006-09-29	2018-08-24	382.251%	10.000	98.920
SFM	2013-08-01	2018-08-24	-37.671%	16.410	49.450
SFNC	1985-03-15	2018-08-24	1103.871%	1.062	9.988
SFS	2007-12-28	2018-08-24	332.099%	0.029	9.876
SFST	1999-10-28	2018-08-24	792.055%	10.000	9.995
SFUN	2010-09-17	2018-08-24	-17.823%	1.792	9.992
SGBX	2017-06-22	2018-08-24	-22.764%	3.700	6.999
SGC	1980-03-17	2018-08-24	3396.229%	0.445	9.938
SGEN	2001-03-09	2018-08-24	777.529%	10.000	9.990
SGH	2017-05-24	2018-08-24	141.933%	11.500	56.690
SGLB	2002-08-30	2018-08-24	-97.960%	0.020	9.980
SGMA	2018-01-16	2018-08-24	-21.158%	5.260	9.400
SGMO	2000-04-06	2018-08-24	1.577%	1.210	9.990
SGMS	1984-08-23	2018-08-24	1070.000%	0.875	9.990
SGOC	2008-04-09	2018-08-24	-96.255%	0.900	9.960
SGRP	1996-03-04	2018-08-24	-93.134%	0.219	9.750
SGRY	2015-10-01	2018-08-24	-1.712%	10.010	9.950
SGU	1995-12-15	2018-08-24	-56.409%	1.010	9.990
SGYP	2008-11-19	2018-08-24	30.185%	0.996	9.911
SGZA	2013-02-22	2018-08-24	1.290%	19.530	26.820
SHAK	2015-01-30	2018-08-24	27.560%	30.000	96.749
SHBI	2001-04-09	2018-08-24	88.700%	10.000	9.990
SHEN	1999-04-26	2018-08-24	1961.818%	1.760	9.995
SHG	2003-09-17	2018-08-24	143.660%	12.775	74.495
SHI	1993-07-26	2018-08-24	321.244%	10.000	9.993
SHIP	2008-01-30	2018-08-24	-99.867%	0.580	99.750
SHLD	2003-05-02	2018-08-24	-90.284%	1.070	99.960
SHLO	1993-06-29	2018-08-24	-20.000%	1.050	9.990
SHLX	2014-10-29	2018-08-24	-30.313%	19.420	49.770
SHO	2004-10-21	2018-08-24	-3.471%	1.870	9.990
SHOO	1993-12-13	2018-08-24	3770.738%	0.296	9.995
SHOP	2015-05-21	2018-08-24	447.430%	100.100	99.990
SHOS	2012-10-12	2018-08-24	-92.340%	1.380	9.920
SHPG	1998-03-25	2018-08-24	770.700%	100.020	99.990
SHSP	2011-05-02	2018-08-24	-63.747%	1.250	9.900
SHV	2007-01-11	2018-08-24	1.582%	102.230	110.820
SHW	1980-03-17	2018-08-24	52407.483%	0.727	99.990
SHY	2002-07-30	2018-08-24	2.864%	79.260	85.370
SID	1996-11-18	2018-08-24	108.858%	0.321	9.992
SIEB	1980-03-18	2018-08-24	1906.433%	0.688	9.980
SIEN	2014-10-29	2018-08-24	28.060%	10.020	9.990
SIFI	2004-10-01	2018-08-24	10.887%	10.000	9.990
SIFY	1999-10-19	2018-08-24	-95.042%	0.420	98.750
SIG	1988-07-14	2018-08-24	-32.073%	10.000	99.800
SIGA	1997-09-10	2018-08-24	50.000%	0.200	9.950
SIGI	1980-03-17	2018-08-24	7083.125%	0.764	9.969
SIGM	1986-05-15	2018-08-24	-92.320%	0.180	9.990
SILC	1994-02-18	2018-08-24	638.286%	0.200	9.950
SIMO	2005-06-30	2018-08-24	457.048%	1.900	9.880
SINA	2000-04-13	2018-08-24	237.643%	1.020	99.760
SINO	2008-05-21	2018-08-24	-92.203%	0.400	9.570
SIR	2012-03-07	2018-08-24	-2.621%	17.070	31.470
SIRI	1994-09-13	2018-08-24	50.486%	0.050	9.990
SITE	2016-05-12	2018-08-24	237.233%	25.490	95.490
SITO	2008-08-12	2018-08-24	-94.857%	1.370	9.900
SIVB	1987-10-26	2018-08-24	35521.454%	0.833	99.880
SIX	2010-05-11	2018-08-24	581.846%	10.033	9.948
SJI	1980-03-17	2018-08-24	1399.173%	1.930	9.998
SJIU	2018-04-26	2018-08-24	4.371%	50.940	56.970
SJM	1994-10-31	2018-08-24	342.316%	100.000	99.990
SJR	1998-07-01	2018-08-24	296.606%	10.000	9.995
SJT	1987-10-29	2018-08-24	-21.967%	10.000	9.990
SJW	1973-02-21	2018-08-24	3816.662%	1.125	9.979
SKIS	2014-11-21	2018-08-24	-43.008%	2.600	9.190
SKM	1996-06-27	2018-08-24	72.121%	10.009	9.956
SKT	1993-05-28	2018-08-24	287.680%	10.007	9.983
SKX	1999-06-09	2018-08-24	726.165%	1.083	9.997
SKYS	2014-11-13	2018-08-24	-91.388%	0.779	9.990
SKYW	1986-06-26	2018-08-24	3740.000%	0.562	9.990
SKYY	2011-07-06	2018-08-24	175.012%	15.010	56.440
SLAB	2000-03-24	2018-08-24	41.766%	10.125	99.950
SLB	1981-12-31	2018-08-24	367.114%	10.000	99.970
SLCA	2012-02-01	2018-08-24	41.500%	10.000	9.950
SLCT	2004-05-04	2018-08-24	10.711%	1.820	9.990
SLD	2013-02-08	2018-08-24	-14.787%	12.400	21.000
SLDB	2018-01-26	2018-08-24	69.496%	10.020	9.790
SLDD	2018-05-02	2018-08-24	2.811%	24.690	25.930
SLF	2000-03-23	2018-08-24	329.760%	10.000	9.500
SLG	1997-08-15	2018-08-24	312.760%	10.130	99.980
SLGL	2007-12-28	2018-08-24	15750.001%	0.001	9.962
SLGN	1997-02-14	2018-08-24	889.288%	0.656	9.988
SLIM	2016-06-13	2018-08-24	57.193%	21.151	40.010
SLM	1983-09-23	2018-08-24	3942.691%	0.283	9.995
SLMBP	2005-07-11	2018-08-24	-28.667%	10.000	99.800
SLNO	2014-11-14	2018-08-24	-89.277%	1.317	9.935
SLP	1997-06-19	2018-08-24	1329.565%	0.141	9.950
SLQD	2013-10-17	2018-08-24	-0.340%	49.460	52.090
SLRC	2010-02-09	2018-08-24	21.389%	15.050	25.950
SLS	2008-03-13	2018-08-24	-99.988%	0.800	996.000
SLTB	2014-09-29	2018-08-24	2.407%	10.000	9.910
SLVO	2013-04-17	2018-08-24	-65.672%	10.000	9.990
SM	1992-12-21	2018-08-24	1005.091%	10.000	94.000
SMAR	2000-01-04	2018-08-24	-92.742%	1.500	99.900
SMBC	1994-04-12	2018-08-24	1458.244%	10.000	9.900
SMBK	2003-03-19	2018-08-24	104.236%	10.000	9.968
SMCI	2007-03-29	2018-08-24	86.986%	10.000	9.990
SMED	2015-01-02	2018-08-24	-25.397%	3.140	9.980
SMFG	2006-01-27	2018-08-24	-65.134%	10.010	9.970
SMG	1992-01-31	2018-08-24	565.079%	10.000	99.990
SMHI	2017-06-02	2018-08-24	1.506%	11.660	30.395
SMI	2004-03-17	2018-08-24	-63.402%	0.800	9.990
SMIT	1995-01-31	2018-08-24	-64.150%	0.800	9.980
SMLP	2012-09-28	2018-08-24	-18.522%	11.060	56.490
SMM	2012-05-25	2018-08-24	-47.150%	10.000	9.990
SMMF	2000-01-07	2018-08-24	450.270%	10.000	9.990
SMMT	2015-03-05	2018-08-24	-79.882%	1.940	9.980
SMP	1987-12-30	2018-08-24	260.566%	1.360	9.990
SMPL	2017-07-12	2018-08-24	47.016%	10.930	18.240
SMRT	1992-04-22	2018-08-24	-47.925%	0.480	9.990
SMSI	1995-09-19	2018-08-24	-95.845%	0.680	97.750
SMTC	1980-03-17	2018-08-24	4263.243%	0.109	9.990
SMTX	2000-07-21	2018-08-24	-97.903%	0.230	99.688
SN	2011-12-15	2018-08-24	-84.981%	10.010	9.990
SNA	1985-07-01	2018-08-24	1241.638%	100.000	99.910
SNAP	2017-03-02	2018-08-24	-52.492%	10.500	29.440
SNBR	1998-12-04	2018-08-24	139.779%	0.190	9.980
SNCR	2006-06-15	2018-08-24	-35.932%	10.000	9.990
SND	2016-11-01	2018-08-24	-91.122%	10.060	9.970
SNDE	2016-09-07	2018-08-24	-65.232%	10.150	9.991
SNDR	2017-04-06	2018-08-24	39.421%	17.690	30.520
SNDX	2016-03-03	2018-08-24	-40.383%	10.000	9.982
SNE	1974-07-26	2018-08-24	2207.458%	1.591	99.438
SNES	2016-12-08	2018-08-24	-89.167%	0.300	9.850
SNFCA	1987-08-12	2018-08-24	176.955%	0.295	9.874
SNGX	1996-05-17	2018-08-24	-99.749%	0.910	987.500
SNH	2000-02-23	2018-08-24	124.239%	10.000	9.950
SNHNI	2012-07-23	2018-08-24	3.019%	19.260	28.660
SNHY	1997-01-09	2018-08-24	1491.373%	1.704	9.996
SNLN	2012-11-07	2018-08-24	-9.448%	17.620	20.480
SNMX	2004-06-22	2018-08-24	-82.667%	0.560	9.980
SNN	1999-11-16	2018-08-24	430.751%	10.004	9.994
SNNA	2017-07-27	2018-08-24	-17.247%	12.770	29.250
SNOA	2007-01-25	2018-08-24	-99.297%	1.560	99.750
SNP	2000-10-18	2018-08-24	504.578%	10.000	99.860
SNPS	1992-02-26	2018-08-24	1196.889%	10.000	94.800
SNR	2006-08-29	2018-08-24	3231.046%	0.013	9.990
SNSR	2016-09-16	2018-08-24	35.541%	14.490	21.320
SNSS	2005-09-27	2018-08-24	-99.158%	1.800	99.720
SNV	1990-01-12	2018-08-24	404.493%	10.010	99.946
SNX	2003-11-25	2018-08-24	580.070%	10.010	99.980
SNY	2002-07-01	2018-08-24	46.389%	22.530	57.420
SO	1981-12-31	2018-08-24	1128.515%	10.003	9.965
SOCL	2011-11-15	2018-08-24	121.961%	11.810	38.980
SODA	2010-11-03	2018-08-24	490.257%	102.020	98.260
SOFO	2015-01-02	2018-08-24	-76.456%	1.800	9.990
SOGO	2017-10-26	2018-08-24	-22.333%	10.000	9.990
SOHO	2004-12-17	2018-08-24	-27.300%	0.760	9.990
SOHOB	2018-01-16	2018-08-24	-0.692%	24.750	27.324
SOHOO	2017-10-10	2018-08-24	0.627%	24.500	25.980
SOHU	2000-07-12	2018-08-24	66.077%	0.520	99.900
SOI	2017-05-12	2018-08-24	46.320%	10.050	23.980
SOJA	2015-10-09	2018-08-24	3.401%	25.000	28.930
SOJB	2016-09-22	2018-08-24	-2.233%	21.280	26.250
SOJC	2017-11-28	2018-08-24	-2.112%	23.250	25.780
SOL	2008-01-29	2018-08-24	-96.474%	10.000	99.950
SON	1985-06-11	2018-08-24	983.901%	10.011	9.957
SONA	2006-11-01	2018-08-24	25.909%	10.000	9.990
SONC	1991-02-28	2018-08-24	2709.416%	1.075	9.991
SOR	1987-12-30	2018-08-24	23.667%	20.470	79.250
SORL	2005-11-10	2018-08-24	-15.273%	1.140	9.990
SOXX	2001-07-13	2018-08-24	157.123%	100.020	99.710
SP	2004-06-02	2018-08-24	512.681%	10.000	9.995
SPA	1973-05-03	2018-08-24	978.380%	0.759	9.990
SPAR	1984-06-19	2018-08-24	3633.594%	0.198	9.980
SPB	1980-03-17	2018-08-24	-91.264%	10.127	998.264
SPCB	2005-02-17	2018-08-24	-96.702%	0.043	9.980
SPE	1994-10-27	2018-08-24	44.578%	10.000	9.990
SPEX	1991-04-08	2018-08-24	-99.992%	0.830	995.600
SPG	1993-12-14	2018-08-24	766.342%	100.007	99.859
SPGI	1985-07-01	2018-08-24	3203.410%	10.000	99.890
SPH	1996-02-29	2018-08-24	15.707%	15.375	58.990
SPHS	2010-06-29	2018-08-24	-87.644%	0.420	9.880
SPI	2016-01-20	2018-08-24	-98.209%	0.083	9.790
SPKE	2014-07-29	2018-08-24	1.287%	10.000	9.980
SPKEP	2017-03-10	2018-08-24	-2.045%	21.900	27.560
SPLK	2012-04-19	2018-08-24	248.619%	100.130	99.870
SPLP	2012-04-10	2018-08-24	42.437%	10.150	20.700
SPN	1992-07-07	2018-08-24	106.054%	1.500	9.990
SPNE	2015-06-17	2018-08-24	-25.550%	10.000	9.992
SPNS	1998-03-05	2018-08-24	-65.469%	0.760	99.375
SPOK	2004-11-17	2018-08-24	-57.895%	10.000	9.990
SPOT	2018-04-03	2018-08-24	29.105%	135.510	198.990
SPPI	1996-09-26	2018-08-24	-82.160%	0.460	99.750
SPR	2006-11-28	2018-08-24	205.616%	10.000	99.420
SPRO	2017-11-02	2018-08-24	-2.870%	10.120	19.000
SPRT	2000-07-19	2018-08-24	-97.201%	1.890	99.000
SPSC	2010-04-22	2018-08-24	614.706%	10.000	97.540
SPTN	2000-08-02	2018-08-24	91.911%	1.210	9.990
SPWH	2014-04-17	2018-08-24	-37.231%	10.000	9.990
SPWR	2005-11-17	2018-08-24	-73.320%	10.010	99.990
SPXC	1985-07-01	2018-08-24	919.842%	1.354	9.985
SPXX	2005-11-23	2018-08-24	-14.550%	10.000	9.980
SQ	2015-11-19	2018-08-24	498.164%	10.010	9.990
SQBG	2004-09-22	2018-08-24	-95.483%	0.450	9.980
SQLV	2017-07-05	2018-08-24	68.918%	18.010	30.900
SQM	1994-04-28	2018-08-24	1304.453%	1.543	9.995
SQNS	2011-04-19	2018-08-24	-80.240%	0.660	9.840
SQQQ	2010-02-11	2018-08-24	-99.759%	100.040	999.680
SR	1980-03-17	2018-08-24	1706.567%	10.000	9.938
SRAX	2012-12-03	2018-08-24	-9.901%	1.110	9.950
SRC	2012-09-20	2018-08-24	18.086%	10.000	9.991
SRCE	1983-08-12	2018-08-24	3325.870%	1.569	9.995
SRCL	1996-08-23	2018-08-24	2551.676%	1.750	99.990
SRCLP	2015-09-10	2018-08-24	-54.285%	100.050	97.480
SRDX	1998-03-04	2018-08-24	1725.231%	10.000	9.920
SRE	1998-06-29	2018-08-24	307.527%	100.000	99.990
SRET	2015-03-17	2018-08-24	3.097%	11.030	15.880
SREV	2011-03-25	2018-08-24	-73.810%	10.030	9.970
SRF	2012-02-24	2018-08-24	-92.575%	10.000	99.950
SRG	2014-10-23	2018-08-24	6.968%	33.340	57.310
SRI	1997-10-10	2018-08-24	52.900%	1.410	9.990
SRLP	2013-10-25	2018-08-24	39.718%	15.550	30.750
SRNE	2007-03-21	2018-08-24	-88.800%	1.500	92.500
SRPT	1997-06-04	2018-08-24	241.641%	10.020	99.030
SRRA	2015-07-16	2018-08-24	-94.221%	1.100	9.820
SRT	1997-06-19	2018-08-24	-58.347%	1.550	9.990
SRTS	2018-01-16	2018-08-24	32.453%	5.000	7.710
SRV	2007-09-04	2018-08-24	-87.258%	10.000	99.550
SSB	1997-01-28	2018-08-24	576.040%	10.410	94.500
SSBI	2006-07-14	2018-08-24	29.167%	10.000	9.992
SSC	2008-01-16	2018-08-24	-89.676%	1.000	97.500
SSD	1994-05-26	2018-08-24	2365.320%	10.000	9.984
SSFN	1999-05-25	2018-08-24	90.080%	10.000	9.990
SSI	2001-08-30	2018-08-24	-48.777%	1.450	9.980
SSKN	2005-11-03	2018-08-24	-98.973%	1.060	99.500
SSL	1982-04-26	2018-08-24	1357.524%	1.250	9.984
SSLJ	2018-02-05	2018-08-24	-72.284%	0.562	5.750
SSNC	2010-03-31	2018-08-24	663.926%	10.000	9.995
SSNT	2015-01-02	2018-08-24	1420.833%	0.100	6.000
SSP	1990-03-26	2018-08-24	-49.378%	0.595	99.956
SSRM	1996-08-01	2018-08-24	116.000%	0.625	9.990
SSTI	2017-06-07	2018-08-24	224.757%	10.250	49.300
SSTK	2012-10-11	2018-08-24	144.506%	100.290	99.110
SSW	2005-08-09	2018-08-24	-56.948%	10.000	9.990
SSWN	2014-04-08	2018-08-24	0.277%	22.000	26.460
SSYS	1994-10-21	2018-08-24	1395.800%	0.625	99.680
ST	2010-03-11	2018-08-24	189.622%	15.250	59.040
STAA	1992-02-24	2018-08-24	189.032%	0.790	9.980
STAF	2013-04-03	2018-08-24	-97.396%	1.140	99.500
STAG	2011-04-15	2018-08-24	133.224%	10.000	29.070
STAR	1989-11-16	2018-08-24	-91.042%	0.660	99.750
STAY	2013-11-13	2018-08-24	-16.087%	10.560	26.830
STBA	1992-04-21	2018-08-24	874.974%	10.000	9.938
STBZ	2011-01-27	2018-08-24	102.462%	12.400	35.990
STC	1990-03-28	2018-08-24	735.200%	10.000	9.990
STCN	1994-01-25	2018-08-24	29.600%	1.050	999.375
STDY	2015-03-20	2018-08-24	-45.640%	10.000	9.950
STE	1992-06-01	2018-08-24	5473.333%	1.812	98.560
STFC	1991-06-28	2018-08-24	1293.321%	10.000	9.938
STG	2003-07-02	2018-08-24	-76.478%	10.000	9842.320
STI	1987-12-30	2018-08-24	691.946%	10.000	94.180
STK	2009-11-27	2018-08-24	7.896%	12.560	24.580
STKL	1986-01-20	2018-08-24	105.333%	0.062	9.990
STKS	2014-06-27	2018-08-24	-39.800%	1.315	5.440
STL	1999-01-08	2018-08-24	745.774%	10.000	9.990
STLD	1996-11-22	2018-08-24	861.074%	10.000	9.990
STLR	2016-10-28	2018-08-24	11.336%	10.000	9.950
STM	1994-12-08	2018-08-24	444.989%	10.000	9.990
STML	2013-01-29	2018-08-24	32.627%	10.080	9.950
STMP	1999-06-25	2018-08-24	759.543%	10.000	99.750
STN	2005-08-05	2018-08-24	236.424%	10.000	9.995
STNG	2010-03-31	2018-08-24	-84.076%	1.850	9.990
STON	2004-09-15	2018-08-24	-78.935%	10.020	9.990
STOR	2014-11-18	2018-08-24	47.026%	19.250	31.440
STPP	2010-08-10	2018-08-24	-40.986%	29.070	54.960
STRA	1996-07-25	2018-08-24	1797.814%	10.250	99.930
STRL	1991-07-12	2018-08-24	494.400%	0.438	9.990
STRM	1996-04-18	2018-08-24	-92.260%	0.438	9.375
STRS	1992-07-01	2018-08-24	896.667%	10.000	9.990
STRT	1995-02-23	2018-08-24	170.769%	10.000	99.660
STT	1986-07-09	2018-08-24	2366.074%	10.000	99.990
STWD	2009-08-12	2018-08-24	36.050%	12.812	24.790
STX	2002-12-11	2018-08-24	384.783%	10.000	9.990
STXB	2018-05-04	2018-08-24	0.503%	20.040	22.550
STZ	1992-03-17	2018-08-24	13365.947%	1.344	99.830
SU	1993-12-01	2018-08-24	2820.668%	1.273	9.990
SUI	1993-12-09	2018-08-24	400.938%	10.000	99.970
SUM	2014-12-09	2018-08-24	46633.333%	0.034	34.060
SUMR	2015-01-02	2018-08-24	-46.108%	0.720	3.540
SUN	1988-10-05	2018-08-24	124.252%	0.005	9.984
SUNS	2011-02-25	2018-08-24	-15.153%	12.800	19.800
SUNW	2010-03-30	2018-08-24	-73.308%	0.234	8.880
SUP	1980-03-17	2018-08-24	4166.553%	0.281	9.958
SUPN	2012-05-01	2018-08-24	729.609%	10.000	9.990
SUPV	2016-05-19	2018-08-24	-46.870%	10.000	9.940
SURF	2018-04-19	2018-08-24	-30.158%	10.110	9.620
SUSB	2017-07-05	2018-08-24	-2.954%	24.460	25.420
SVA	2003-11-03	2018-08-24	669.512%	0.750	9.980
SVBI	2015-01-02	2018-08-24	98.448%	4.250	9.060
SVRA	2017-04-28	2018-08-24	23.858%	10.000	9.980
SVU	1973-02-21	2018-08-24	513.714%	10.062	99.960
SVVC	2011-04-28	2018-08-24	-31.050%	10.000	9.970
SWCH	2017-10-06	2018-08-24	-45.010%	10.000	24.900
SWIR	2000-05-05	2018-08-24	-59.365%	1.540	9.980
SWJ	2012-07-26	2018-08-24	-0.818%	20.810	27.310
SWK	1985-07-01	2018-08-24	1358.310%	10.000	99.990
SWKS	1984-09-07	2018-08-24	1439.145%	0.542	99.960
SWM	1995-11-09	2018-08-24	219.527%	10.000	9.990
SWN	1987-12-30	2018-08-24	676.225%	0.648	9.930
SWP	1996-10-18	2018-08-24	533.304%	10.000	9.975
SWX	1987-12-30	2018-08-24	284.933%	10.000	9.750
SWZ	1988-01-05	2018-08-24	159.951%	10.000	9.990
SXC	2011-07-21	2018-08-24	-33.588%	10.000	9.990
SXCP	2013-01-18	2018-08-24	-13.425%	10.000	9.910
SXE	2012-11-02	2018-08-24	-97.271%	0.380	9.980
SXI	1980-03-17	2018-08-24	2992.414%	10.000	99.900
SXT	1980-03-17	2018-08-24	3752.000%	1.463	9.542
SYBT	1993-03-24	2018-08-24	2308.246%	1.607	9.984
SYBX	2015-10-01	2018-08-24	-81.662%	10.000	9.990
SYF	2014-07-31	2018-08-24	36.348%	22.600	40.590
SYK	1980-03-17	2018-08-24	176135.256%	0.084	99.990
SYKE	1996-04-30	2018-08-24	85.704%	10.000	9.990
SYMC	1989-06-23	2018-08-24	2649.217%	0.688	9.988
SYNA	2002-01-29	2018-08-24	426.316%	10.020	99.890
SYNC	2012-02-13	2018-08-24	-57.198%	1.030	9.980
SYNH	2014-11-10	2018-08-24	137.300%	20.100	61.100
SYNL	1980-03-17	2018-08-24	901.953%	1.444	9.990
SYNT	1997-08-12	2018-08-24	803.111%	10.000	9.985
SYPR	1994-05-18	2018-08-24	-96.050%	0.360	9.990
SYRS	2016-06-30	2018-08-24	-36.749%	10.000	9.890
SYX	1995-06-27	2018-08-24	86.750%	0.875	9.990
SYY	1973-05-08	2018-08-24	47345.528%	0.060	9.953
SZC	2012-09-26	2018-08-24	-22.791%	11.110	30.020
T	1983-11-21	2018-08-24	535.586%	10.000	9.969
TA	2007-02-01	2018-08-24	-85.836%	0.960	9.980
TAC	2001-07-31	2018-08-24	-64.219%	10.000	9.980
TACO	2014-01-08	2018-08-24	42.675%	10.000	9.990
TACT	1996-08-22	2018-08-24	149.429%	1.167	9.990
TAHO	2010-09-23	2018-08-24	-58.542%	10.000	9.990
TAIT	1995-04-19	2018-08-24	-69.492%	0.250	9.875
TAL	2010-10-20	2018-08-24	1090.400%	1.162	9.998
TALO	2018-05-10	2018-08-24	-15.103%	30.605	37.580
TANH	2015-03-24	2018-08-24	-79.625%	1.000	9.991
TANNI	2013-01-22	2018-08-24	-1.903%	18.630	27.320
TANNL	2014-12-19	2018-08-24	-4.745%	17.090	27.200
TANNZ	2015-10-09	2018-08-24	-4.745%	17.003	26.490
TAP	1980-03-17	2018-08-24	977.703%	10.000	99.940
TAPR	2014-07-15	2018-08-24	-48.851%	14.900	50.550
TARO	1993-04-01	2018-08-24	2571.261%	1.875	99.980
TAST	2006-12-15	2018-08-24	6.908%	1.390	9.980
TATT	1987-03-31	2018-08-24	-49.123%	0.719	9.980
TAYD	1995-08-18	2018-08-24	203.030%	1.625	9.980
TBB	2010-06-21	2018-08-24	1273.626%	0.698	3.108
TBBK	2004-02-03	2018-08-24	-38.625%	10.000	9.990
TBI	1995-02-01	2018-08-24	1300.821%	1.827	9.958
TBK	2014-07-17	2018-08-24	-88.966%	11.930	43.950
TBNK	2009-07-13	2018-08-24	100.467%	14.000	34.000
TBPH	2014-05-16	2018-08-24	20.688%	10.560	43.440
TCBI	2003-08-14	2018-08-24	640.800%	10.010	99.950
TCBIL	2012-09-28	2018-08-24	0.000%	20.370	28.760
TCBIP	2013-03-25	2018-08-24	2.901%	20.100	28.340
TCBK	1993-04-20	2018-08-24	763.874%	10.000	9.995
TCCA	2012-10-23	2018-08-24	1.606%	22.570	26.290
TCCB	2015-02-10	2018-08-24	0.198%	23.000	26.710
TCCO	1990-03-26	2018-08-24	-56.957%	0.250	9.990
TCF	1986-06-17	2018-08-24	1593.691%	0.688	9.990
TCFC	2006-02-02	2018-08-24	55.161%	10.100	60.000
TCGP	2017-09-07	2018-08-24	-3.680%	23.170	25.850
TCI	1987-11-05	2018-08-24	343.852%	1.083	9.990
TCMD	2016-07-28	2018-08-24	483.484%	10.000	65.960
