TICKER	DATA PRIMA QUOTAZIONE	DATA ULTIMA QUOTAZIONE	VARIAZIONE PERCENTUALE	PREZZO MINIMO	PREZZO MASSIMO
TCO	1992-11-20	2018-08-24	458.452%	10.000	9.875
TCON	2015-01-30	2018-08-24	-78.191%	1.024	9.980
TCP	1999-05-25	2018-08-24	63.647%	13.875	80.460
TCPC	2012-04-04	2018-08-24	0.893%	12.000	18.550
TCRD	2010-04-22	2018-08-24	-33.569%	10.000	9.990
TCRX	2015-01-29	2018-08-24	1.381%	23.000	26.800
TCRZ	2015-12-17	2018-08-24	2.725%	23.600	26.980
TCS	2013-11-01	2018-08-24	-69.144%	10.000	9.800
TCX	1996-04-30	2018-08-24	3.396%	0.400	9.920
TD	1996-08-30	2018-08-24	1151.948%	10.000	9.990
TDA	2012-12-04	2018-08-24	0.402%	18.710	26.260
TDC	2007-10-02	2018-08-24	48.457%	11.110	80.970
TDE	2011-05-10	2018-08-24	0.318%	18.660	28.140
TDF	1995-02-15	2018-08-24	74.351%	10.000	9.940
TDG	2006-03-15	2018-08-24	1372.863%	100.250	99.700
TDI	2005-04-12	2018-08-24	1.197%	10.100	28.800
TDIV	2012-08-14	2018-08-24	89.262%	17.950	38.210
TDJ	2011-03-28	2018-08-24	2.490%	21.510	29.150
TDOC	2015-07-01	2018-08-24	165.789%	10.000	9.950
TDS	1991-09-18	2018-08-24	109.224%	14.027	67.774
TDW	1980-03-17	2018-08-24	-95.559%	100.000	999.355
TDY	1999-11-23	2018-08-24	2660.059%	10.500	99.960
TEAM	2015-12-10	2018-08-24	209.971%	16.920	86.130
TECD	1986-04-23	2018-08-24	4516.000%	1.000	99.960
TECH	1989-02-09	2018-08-24	42928.571%	0.312	99.930
TECK	2002-07-18	2018-08-24	445.998%	10.000	9.990
TEDU	2018-06-21	2018-08-24	15.334%	7.250	9.360
TEF	1987-06-12	2018-08-24	316.248%	1.459	9.990
TEI	1994-10-27	2018-08-24	-5.302%	10.000	9.990
TEL	2007-06-14	2018-08-24	135.624%	10.090	99.980
TELL	1995-08-18	2018-08-24	-40.733%	0.200	9.990
TEN	1982-01-04	2018-08-24	28.627%	0.670	9.990
TENX	1995-08-17	2018-08-24	-99.895%	10.000	996.000
TEO	1994-12-09	2018-08-24	-31.876%	0.600	9.990
TER	1987-03-11	2018-08-24	620.088%	0.938	99.562
TERP	2014-07-18	2018-08-24	-66.455%	10.000	9.960
TESS	1994-09-28	2018-08-24	145.077%	10.000	9.993
TEVA	1990-03-26	2018-08-24	3210.754%	0.578	9.938
TEX	1990-03-26	2018-08-24	226.610%	1.562	96.940
TFSL	2007-04-23	2018-08-24	30.280%	10.000	9.990
TFX	1988-02-18	2018-08-24	3011.582%	10.000	99.130
TG	1990-01-12	2018-08-24	563.077%	1.417	9.833
TGA	1984-03-12	2018-08-24	-76.733%	0.062	9.990
TGEN	2014-05-20	2018-08-24	-48.980%	10.630	9.800
TGH	2007-10-10	2018-08-24	-12.353%	10.000	9.970
TGI	1996-10-25	2018-08-24	94.483%	10.355	85.500
TGLS	2012-05-10	2018-08-24	-3.163%	10.000	9.990
TGNA	1980-03-17	2018-08-24	408.846%	0.968	9.989
TGP	2005-05-05	2018-08-24	-34.156%	10.020	9.880
TGS	1994-11-17	2018-08-24	19.909%	0.610	9.970
TGT	1980-03-17	2018-08-24	10509.822%	0.760	9.969
TGTX	2010-10-18	2018-08-24	-77.778%	0.956	98.438
THC	1982-01-04	2018-08-24	64.897%	10.040	99.833
THFF	1992-03-03	2018-08-24	567.564%	10.150	9.934
THG	1995-10-11	2018-08-24	426.062%	10.050	99.980
THGA	2013-04-01	2018-08-24	1.472%	20.210	26.980
THO	1987-12-30	2018-08-24	8158.918%	0.750	99.990
THQ	2014-07-29	2018-08-24	-8.250%	13.760	21.500
THR	2011-05-05	2018-08-24	113.029%	11.050	29.060
THRM	1993-06-10	2018-08-24	18.788%	0.625	9.990
THS	2005-06-28	2018-08-24	78.954%	100.020	99.860
THST	2015-01-05	2018-08-24	-57.250%	0.200	4.500
THW	2015-06-26	2018-08-24	-31.050%	12.170	20.250
TI	2003-10-09	2018-08-24	-72.032%	10.000	9.990
TIBR	2018-04-10	2018-08-24	0.836%	9.550	9.740
TIER	2014-02-27	2018-08-24	-9.437%	11.094	26.880
TIF	1987-05-05	2018-08-24	6758.261%	1.208	99.970
TILE	1983-04-14	2018-08-24	405.946%	1.450	9.990
TIPT	2010-10-15	2018-08-24	35.611%	4.000	9.990
TISA	2015-01-02	2018-08-24	-69.912%	0.950	4.320
TISI	1992-03-17	2018-08-24	510.909%	0.625	9.950
TITN	2007-12-13	2018-08-24	55.952%	10.000	9.990
TIVO	1997-03-13	2018-08-24	502.899%	10.000	99.625
TJX	1987-06-26	2018-08-24	7179.831%	0.547	99.900
TK	1995-07-20	2018-08-24	-40.215%	10.000	9.990
TKC	2000-07-11	2018-08-24	-86.910%	1.341	9.990
TKR	1985-07-01	2018-08-24	436.787%	10.000	9.993
TLF	1993-09-27	2018-08-24	3.729%	0.125	9.980
TLGT	1981-07-30	2018-08-24	89.778%	0.170	9.980
TLI	1998-11-20	2018-08-24	-33.267%	10.000	9.990
TLK	1995-11-14	2018-08-24	31.108%	10.000	9.954
TLND	2016-07-29	2018-08-24	137.608%	21.020	64.550
TLP	2005-05-25	2018-08-24	57.895%	10.810	50.770
TLRA	2013-06-27	2018-08-24	-57.882%	1.290	9.810
TLRD	1992-04-15	2018-08-24	768.024%	1.679	9.993
TLT	2002-07-30	2018-08-24	50.012%	100.050	99.980
TLYS	2012-05-04	2018-08-24	2.855%	10.000	9.990
TM	1976-08-18	2018-08-24	4694.317%	10.026	99.990
TMHC	2013-04-10	2018-08-24	-14.670%	10.330	28.420
TMK	1980-10-01	2018-08-24	3020.706%	10.000	93.600
TMO	1980-03-17	2018-08-24	11276.569%	0.999	98.850
TMSR	2015-12-29	2018-08-24	-14.526%	3.500	7.000
TMST	2014-06-19	2018-08-24	-63.116%	10.000	9.980
TMUS	2007-04-19	2018-08-24	19.361%	11.040	81.740
TNAV	2010-05-13	2018-08-24	-42.347%	10.010	9.970
TNC	1980-03-17	2018-08-24	2164.151%	10.000	9.970
TNDM	2013-11-14	2018-08-24	-80.078%	10.000	99.800
TNET	2014-03-27	2018-08-24	213.665%	11.100	60.150
TNK	2007-12-13	2018-08-24	-94.653%	0.940	9.940
TNP	2002-03-05	2018-08-24	-54.967%	10.000	9.990
TNXP	2012-05-17	2018-08-24	-94.851%	0.330	9.980
TOCA	2017-04-13	2018-08-24	-27.711%	10.000	9.985
TOL	1986-07-08	2018-08-24	3601.000%	0.562	9.985
TOO	2006-12-14	2018-08-24	-90.360%	1.650	9.950
TOPS	2016-08-01	2018-08-24	-100.000%	0.690	9.400
TORC	2018-01-26	2018-08-24	-40.758%	10.040	9.990
TOT	1991-10-25	2018-08-24	506.391%	10.000	91.340
TOUR	2014-05-09	2018-08-24	-21.450%	10.000	9.990
TOWN	1999-05-05	2018-08-24	415.519%	10.023	9.992
TOWR	2010-10-15	2018-08-24	165.000%	10.000	9.980
TPB	2016-05-11	2018-08-24	232.707%	10.020	9.830
TPC	1973-02-21	2018-08-24	630.909%	1.500	9.930
TPH	2013-01-31	2018-08-24	-23.780%	10.040	9.960
TPIC	2016-07-22	2018-08-24	112.537%	11.310	32.220
TPIV	2008-06-02	2018-08-24	-99.858%	1.440	960.000
TPL	1980-03-17	2018-08-24	12000.000%	10.000	99.970
TPR	2000-10-06	2018-08-24	1993.538%	10.212	9.998
TPRE	2013-08-15	2018-08-24	3.369%	10.080	18.840
TPVG	2014-03-06	2018-08-24	-14.952%	10.030	9.960
TPX	2003-12-18	2018-08-24	271.161%	10.000	9.980
TPZ	2009-07-29	2018-08-24	-1.300%	12.330	29.720
TQQQ	2010-02-11	2018-08-24	3812.824%	1.417	9.963
TR	1980-03-17	2018-08-24	8216.969%	0.321	9.998
TRC	1980-03-17	2018-08-24	328.508%	10.100	9.982
TRCB	2006-04-11	2018-08-24	53.559%	10.000	9.985
TRCH	2010-11-08	2018-08-24	347.525%	0.220	6.750
TRCO	2013-01-07	2018-08-24	-25.394%	26.100	89.990
TREC	2006-07-31	2018-08-24	633.696%	0.410	9.990
TREE	2008-08-12	2018-08-24	3181.421%	1.420	99.870
TREX	1999-04-08	2018-08-24	2743.429%	1.278	9.998
TRGP	2010-12-07	2018-08-24	125.385%	100.030	99.940
TRHC	2016-09-29	2018-08-24	460.081%	10.390	85.260
TRI	2002-06-12	2018-08-24	38.900%	19.300	48.610
TRIB	1992-10-21	2018-08-24	-75.312%	1.050	9.990
TRIL	2013-04-01	2018-08-24	-17.445%	10.000	9.990
TRIP	2011-12-07	2018-08-24	94.463%	100.440	99.960
TRK	1995-02-24	2018-08-24	83.368%	10.000	9.938
TRMB	1990-07-20	2018-08-24	2271.084%	0.958	9.995
TRMD	2018-02-23	2018-08-24	-13.158%	6.520	8.250
TRMK	1980-03-17	2018-08-24	3150.415%	0.958	9.875
TRMT	2017-09-14	2018-08-24	-27.241%	11.100	17.940
TRN	1980-03-17	2018-08-24	1804.948%	1.636	9.995
TRNC	2014-07-24	2018-08-24	-35.412%	10.010	9.980
TRNO	2010-02-10	2018-08-24	103.753%	11.410	39.270
TRNS	1980-03-17	2018-08-24	5930.769%	0.375	9.990
TROV	2005-01-27	2018-08-24	-99.708%	0.650	99.840
TROW	1986-04-02	2018-08-24	14242.214%	0.547	99.800
TROX	2010-12-01	2018-08-24	-1.118%	10.020	9.990
TRP	1982-09-20	2018-08-24	403.376%	10.000	9.938
TRPX	2017-03-22	2018-08-24	-55.457%	3.000	9.342
TRQ	2003-11-18	2018-08-24	-66.912%	1.193	9.977
TRS	2007-05-18	2018-08-24	226.300%	0.773	9.992
TRST	1983-04-20	2018-08-24	1540.722%	0.573	9.990
TRTN	2005-10-12	2018-08-24	116.722%	10.020	9.980
TRTX	2017-07-05	2018-08-24	-19.351%	18.220	25.590
TRU	2015-06-25	2018-08-24	191.772%	20.430	75.990
TRUE	2014-05-16	2018-08-24	23.757%	10.060	9.990
TRUP	2014-07-18	2018-08-24	226.842%	10.000	9.990
TRV	1980-03-17	2018-08-24	1531.375%	10.000	99.970
TRVG	2016-12-16	2018-08-24	-63.207%	10.280	9.920
TRVN	2014-01-31	2018-08-24	-75.846%	1.340	9.950
TS	2002-12-16	2018-08-24	885.876%	10.140	9.980
TSBK	1998-01-13	2018-08-24	398.759%	1.940	9.970
TSC	2013-05-09	2018-08-24	134.313%	10.000	9.990
TSCAP	2018-03-16	2018-08-24	4.573%	24.700	26.860
TSCO	1994-02-17	2018-08-24	20146.858%	0.406	97.250
TSE	2014-06-12	2018-08-24	278.025%	11.920	85.350
TSEM	1994-10-26	2018-08-24	-90.038%	1.350	99.750
TSG	2010-02-22	2018-08-24	100.360%	1.986	9.990
TSI	1987-02-26	2018-08-24	-42.462%	1.200	9.990
TSLA	2010-06-29	2018-08-24	1251.277%	100.300	99.280
TSLF	2013-09-20	2018-08-24	-15.750%	14.150	21.280
TSLX	2014-03-21	2018-08-24	23.812%	12.680	24.410
TSM	1997-10-09	2018-08-24	552.164%	10.000	10.000
TSN	1980-03-17	2018-08-24	3056.000%	1.611	9.990
TSQ	2014-07-24	2018-08-24	-11.512%	10.000	9.990
TSRI	1990-03-26	2018-08-24	467.652%	0.688	9.980
TSRO	2012-06-28	2018-08-24	119.869%	100.700	99.500
TSS	1983-08-10	2018-08-24	33557.677%	0.264	97.820
TST	1999-05-11	2018-08-24	-96.450%	0.610	9.990
TSU	1998-11-16	2018-08-24	13.855%	10.000	9.990
TTC	1980-03-17	2018-08-24	9452.000%	0.224	9.998
TTD	2016-09-21	2018-08-24	359.635%	112.270	97.870
TTEC	1996-08-01	2018-08-24	49.926%	10.000	9.990
TTEK	1991-12-17	2018-08-24	4516.048%	1.443	9.984
TTGT	2007-05-17	2018-08-24	62.069%	10.000	9.980
TTI	1990-04-03	2018-08-24	77.031%	1.278	9.997
TTM	2004-09-27	2018-08-24	100.546%	10.000	9.990
TTMI	2000-09-25	2018-08-24	-22.249%	1.200	9.990
TTNP	1996-01-18	2018-08-24	-97.861%	0.055	97.625
TTOO	2014-08-07	2018-08-24	-58.170%	10.000	9.980
TTP	2011-10-27	2018-08-24	-25.944%	10.110	37.600
TTPH	2013-03-20	2018-08-24	-55.714%	10.000	9.989
TTS	2012-08-22	2018-08-24	-38.846%	10.000	9.990
TTWO	1997-04-15	2018-08-24	3321.532%	10.000	99.910
TU	1996-06-11	2018-08-24	456.411%	1.750	9.950
TUES	1999-04-22	2018-08-24	-81.471%	0.510	9.990
TUP	1996-05-08	2018-08-24	-18.548%	10.910	97.140
TUR	2008-03-28	2018-08-24	-54.289%	18.050	79.000
TURN	1983-03-16	2018-08-24	-23.840%	0.875	9.990
TUSK	2016-10-14	2018-08-24	118.703%	10.880	42.300
TV	1993-12-14	2018-08-24	14.698%	10.000	9.995
TVC	1998-10-14	2018-08-24	-6.187%	20.375	29.970
TVE	1999-05-19	2018-08-24	-3.919%	19.656	28.500
TVIX	2013-02-26	2018-08-24	-99.998%	100.000	993.000
TVPT	2014-09-25	2018-08-24	13.780%	10.060	9.970
TVTY	1991-08-13	2018-08-24	1279.302%	1.208	9.990
TWI	1993-05-20	2018-08-24	39.024%	0.480	9.990
TWIN	1980-03-17	2018-08-24	518.909%	10.000	9.990
TWLO	2003-10-10	2018-08-24	1523.200%	0.000	9.600
TWMC	1986-07-24	2018-08-24	-71.200%	0.510	9.990
TWN	1986-12-16	2018-08-24	41.673%	10.000	9.980
TWNK	2015-12-15	2018-08-24	24.167%	10.000	9.850
TWO	2009-10-30	2018-08-24	5.084%	11.319	21.382
TWOU	2014-03-28	2018-08-24	495.136%	10.520	98.584
TWTR	2013-11-07	2018-08-24	-23.653%	13.730	74.730
TX	2006-02-01	2018-08-24	26.059%	10.180	9.990
TXMD	2017-10-05	2018-08-24	19.291%	4.340	7.660
TXN	1972-06-01	2018-08-24	6577.546%	1.219	99.790
TXRH	2004-10-05	2018-08-24	495.013%	10.000	9.980
TXT	1980-03-17	2018-08-24	2453.674%	10.080	9.990
TY	1980-03-17	2018-08-24	56.084%	10.050	9.960
TYG	2004-02-25	2018-08-24	16.200%	10.500	50.640
TYHT	2016-09-28	2018-08-24	-96.191%	1.050	9.130
TYL	1980-03-17	2018-08-24	27840.384%	0.700	99.710
TYME	2015-03-12	2018-08-24	-55.619%	1.010	9.900
TYPE	2007-07-25	2018-08-24	81.743%	1.900	9.980
TZOO	2002-08-28	2018-08-24	98.462%	0.250	99.980
UA	2015-07-01	2018-08-24	-76.608%	10.360	99.720
UAA	2005-11-18	2018-08-24	579.842%	1.492	9.995
UAE	2014-05-01	2018-08-24	-37.894%	12.900	26.780
UAL	2006-02-06	2018-08-24	151.150%	10.020	9.900
UAN	2011-04-08	2018-08-24	-78.803%	10.010	9.980
UBA	1998-08-17	2018-08-24	144.874%	10.000	9.980
UBCP	2015-01-05	2018-08-24	64.216%	10.000	9.990
UBFO	1999-03-03	2018-08-24	98.079%	1.520	9.990
UBIO	2015-06-23	2018-08-24	99.402%	10.210	9.470
UBNK	2005-08-17	2018-08-24	101.890%	10.000	9.995
UBNT	2011-10-14	2018-08-24	374.629%	10.010	9.530
UBOH	2000-03-22	2018-08-24	104.343%	10.006	9.996
UBP	1980-03-17	2018-08-24	140.000%	10.000	9.950
UBS	2000-05-16	2018-08-24	-30.161%	10.000	9.970
UBSH	1993-10-06	2018-08-24	531.350%	10.000	9.958
UBSI	1987-06-04	2018-08-24	409.677%	10.000	9.938
UBX	2005-10-21	2018-08-24	-92.415%	0.140	960.000
UCBA	2006-03-31	2018-08-24	67.368%	10.000	9.990
UCBI	2002-03-21	2018-08-24	-59.811%	10.000	99.694
UCFC	1998-07-09	2018-08-24	-28.725%	0.460	9.990
UCTT	2004-03-25	2018-08-24	87.067%	0.780	9.990
UDR	1980-03-17	2018-08-24	1698.642%	10.000	9.970
UE	2015-01-16	2018-08-24	-3.211%	19.510	30.290
UEIC	1993-02-12	2018-08-24	402.941%	1.875	9.950
UEPS	1999-04-19	2018-08-24	-72.032%	10.000	9.990
UFCS	1980-03-18	2018-08-24	2402.743%	1.432	9.969
UFI	1980-03-17	2018-08-24	2293.922%	1.109	99.750
UFPI	1993-11-10	2018-08-24	1358.098%	1.958	9.997
UFPT	1993-12-17	2018-08-24	532.174%	0.210	9.990
UFS	2007-03-07	2018-08-24	-3.777%	10.000	9.960
UG	1980-03-17	2018-08-24	125.376%	1.438	9.990
UGI	1980-03-17	2018-08-24	2262.988%	1.833	9.998
UGLD	2011-10-17	2018-08-24	-83.653%	10.010	9.990
UGP	1999-10-07	2018-08-24	275.636%	1.237	9.972
UHAL	1994-11-04	2018-08-24	2085.507%	1.360	99.990
UHS	1981-07-09	2018-08-24	10021.482%	0.375	99.650
UHT	1986-12-26	2018-08-24	593.116%	10.000	9.875
UIHC	2007-11-07	2018-08-24	189.790%	1.850	9.480
UIS	1973-02-21	2018-08-24	-95.803%	10.000	99.900
UL	1980-03-25	2018-08-24	5304.737%	0.938	9.983
ULBI	1992-12-23	2018-08-24	-35.472%	1.540	9.990
ULH	2005-02-11	2018-08-24	62.222%	10.070	37.570
ULTA	2007-10-25	2018-08-24	710.429%	10.030	99.940
ULTI	1998-06-17	2018-08-24	3236.111%	10.000	99.950
UMBF	1980-03-17	2018-08-24	1361.526%	10.013	9.914
UMC	2000-09-19	2018-08-24	-81.245%	1.420	9.996
UMH	1985-02-20	2018-08-24	1332.889%	1.125	9.990
UMPQ	1998-06-03	2018-08-24	60.074%	10.000	9.990
UMRX	2018-03-29	2018-08-24	34.113%	10.150	17.660
UN	1980-03-17	2018-08-24	6494.286%	0.800	9.990
UNAM	1987-03-27	2018-08-24	8.679%	10.000	9.990
UNB	1999-08-09	2018-08-24	295.625%	10.000	9.917
UNF	1984-01-16	2018-08-24	3524.348%	10.000	99.980
UNFI	1996-11-01	2018-08-24	420.000%	10.000	9.995
UNH	1984-10-17	2018-08-24	182753.188%	0.082	99.830
UNIT	2015-04-20	2018-08-24	-31.469%	13.810	34.630
UNM	1986-11-06	2018-08-24	408.000%	10.000	9.980
UNP	1980-01-02	2018-08-24	4878.951%	10.000	99.980
UNT	1980-03-17	2018-08-24	141.582%	1.000	9.950
UNTY	1997-01-14	2018-08-24	256.964%	1.314	9.991
UNVR	2015-06-18	2018-08-24	11.614%	10.650	33.150
UONE	1999-05-06	2018-08-24	-79.206%	0.200	9.990
UONEK	2015-01-02	2018-08-24	29.518%	0.980	4.160
UPL	2017-04-11	2018-08-24	-82.849%	0.920	9.910
UPLD	2014-11-06	2018-08-24	259.487%	10.000	9.960
UPS	1999-11-10	2018-08-24	79.839%	100.030	99.990
URBN	1993-11-09	2018-08-24	2972.000%	0.805	9.977
URGN	2017-05-04	2018-08-24	216.810%	13.010	69.568
URI	1997-12-18	2018-08-24	941.133%	10.000	99.990
USA	1986-10-24	2018-08-24	-33.600%	10.000	9.990
USAC	2013-01-15	2018-08-24	0.852%	10.000	9.790
USAK	1992-03-19	2018-08-24	193.614%	10.000	9.990
USAP	1994-12-14	2018-08-24	251.515%	10.000	9.990
USAT	1999-06-07	2018-08-24	-93.780%	0.460	99.000
USATP	1995-03-06	2018-08-24	213.125%	0.390	9.990
USAU	1975-06-16	2018-08-24	-65.609%	0.749	999.360
USB	1973-05-03	2018-08-24	11613.012%	0.331	9.986
USCR	2010-10-15	2018-08-24	418.085%	1.900	9.990
USDP	2014-10-09	2018-08-24	-37.500%	10.000	9.990
USEG	1990-03-26	2018-08-24	-98.488%	0.600	99.750
USFD	2016-05-26	2018-08-24	35.046%	22.190	40.920
USG	1980-03-17	2018-08-24	-87.660%	10.000	996.875
USLB	2015-11-05	2018-08-24	31.200%	22.190	33.190
USLM	1980-03-17	2018-08-24	1707.059%	10.000	99.380
USLV	2011-10-17	2018-08-24	-98.547%	10.000	99.900
USM	1988-05-04	2018-08-24	191.533%	100.000	99.860
USMC	2017-10-12	2018-08-24	10.978%	24.580	28.100
USNA	1994-04-04	2018-08-24	212139.990%	0.047	98.700
USOI	2017-06-26	2018-08-24	32.963%	21.567	33.000
USPH	1992-05-29	2018-08-24	4805.517%	1.417	99.750
UTF	2004-03-26	2018-08-24	16.692%	10.000	9.970
UTHR	1999-06-17	2018-08-24	1933.559%	10.000	99.980
UTI	2003-12-18	2018-08-24	-89.256%	1.420	9.990
UTL	1985-03-07	2018-08-24	606.848%	10.248	9.966
UTMD	1999-03-08	2018-08-24	1369.167%	10.000	99.900
UTSI	2000-03-03	2018-08-24	-98.150%	1.590	99.930
UTX	1970-01-02	2018-08-24	10502.534%	0.648	99.970
UVE	2003-06-18	2018-08-24	226900.013%	0.020	9.850
UVSP	1998-04-16	2018-08-24	56.949%	10.159	38.990
UVV	1980-03-17	2018-08-24	1240.420%	10.000	9.969
UZA	2011-05-16	2018-08-24	2.777%	22.000	28.320
UZB	2015-01-02	2018-08-24	4.283%	24.430	27.850
UZC	2007-12-10	2018-08-24	61.455%	10.010	44.815
V	2008-03-19	2018-08-24	920.885%	10.445	99.590
VAC	2011-11-08	2018-08-24	593.886%	101.150	99.850
VALE	2002-03-22	2018-08-24	506.654%	1.804	9.988
VALU	1995-08-18	2018-08-24	-26.646%	10.010	9.990
VALX	2014-12-11	2018-08-24	19.944%	19.300	30.430
VAR	1980-03-17	2018-08-24	14051.419%	0.575	99.790
VBF	1982-12-21	2018-08-24	-5.579%	11.420	25.375
VBIV	1990-04-24	2018-08-24	177.186%	0.035	9.996
VBLT	2014-10-01	2018-08-24	-72.650%	1.550	9.970
VBND	2014-10-16	2018-08-24	-4.354%	47.220	57.710
VBTX	2014-10-09	2018-08-24	122.867%	12.050	33.080
VC	2010-10-05	2018-08-24	94.340%	100.000	99.990
VCEL	1997-02-04	2018-08-24	-98.884%	1.690	99.200
VCIT	2009-11-23	2018-08-24	12.320%	74.100	90.140
VCLT	2009-11-23	2018-08-24	18.895%	72.670	97.680
VCRA	2012-03-28	2018-08-24	60.485%	10.020	9.980
VCSH	2009-11-23	2018-08-24	4.159%	74.240	81.180
VCTR	2018-02-08	2018-08-24	-18.103%	10.000	9.990
VCV	1993-06-10	2018-08-24	-17.724%	10.000	9.990
VCYT	2013-10-30	2018-08-24	-7.094%	10.000	9.980
VEAC	2017-04-28	2018-08-24	1.117%	9.620	9.980
VEC	2014-09-16	2018-08-24	49.907%	12.500	41.480
VECO	1994-11-29	2018-08-24	-0.800%	10.000	99.938
VEDL	2007-06-20	2018-08-24	-48.287%	10.017	9.990
VEEV	2013-10-16	2018-08-24	170.829%	17.110	90.730
VEON	1996-11-15	2018-08-24	41.724%	0.287	9.994
VER	1999-09-30	2018-08-24	11085.714%	0.005	9.980
VERI	2017-05-12	2018-08-24	-19.740%	10.000	9.961
VERU	1990-07-19	2018-08-24	-69.358%	0.320	9.980
VET	2010-09-14	2018-08-24	-12.048%	20.310	72.690
VFC	1980-03-17	2018-08-24	28550.145%	0.291	97.000
VG	2006-05-24	2018-08-24	-3.973%	0.310	9.990
VGI	2012-02-24	2018-08-24	-33.267%	12.140	20.250
VGIT	2009-11-23	2018-08-24	4.581%	58.690	68.950
VGLT	2010-01-05	2018-08-24	29.910%	56.370	87.920
VGM	1992-02-19	2018-08-24	-17.763%	10.020	9.920
VGR	1987-10-08	2018-08-24	233.136%	0.495	9.991
VGSH	2009-11-23	2018-08-24	-0.200%	59.670	75.200
VHI	1980-03-17	2018-08-24	1027.282%	0.137	9.983
VIA	2005-12-05	2018-08-24	-16.219%	13.000	89.640
VIAB	2005-12-05	2018-08-24	-27.617%	11.600	89.760
VIAV	1993-11-17	2018-08-24	877.661%	0.960	99.829
VICI	2017-10-18	2018-08-24	11.892%	17.580	22.990
VICL	1993-03-15	2018-08-24	-97.467%	1.020	99.500
VICR	1990-04-03	2018-08-24	2426.316%	1.750	9.990
VIDI	2013-10-30	2018-08-24	0.800%	15.820	30.340
VIGI	2016-03-02	2018-08-24	26.761%	51.460	70.390
VIIX	2010-11-30	2018-08-24	-99.771%	10.840	999.500
VIPS	2012-03-23	2018-08-24	1150.909%	0.412	9.990
VIRC	1980-03-18	2018-08-24	362.158%	0.707	9.989
VIRT	2015-04-16	2018-08-24	0.766%	12.350	37.850
VIV	1998-11-16	2018-08-24	-65.081%	10.000	9.980
VIVE	2010-06-28	2018-08-24	-96.176%	1.600	97.600
VIVO	1986-07-29	2018-08-24	793.729%	0.332	9.960
VJET	2013-10-18	2018-08-24	-85.451%	10.000	9.820
VKQ	1991-11-21	2018-08-24	-20.134%	10.000	9.980
VKTX	2015-04-29	2018-08-24	27.902%	0.880	9.990
VLGEA	1980-03-17	2018-08-24	6142.133%	0.344	9.998
VLO	1982-01-04	2018-08-24	2086.640%	1.028	99.950
VLP	2013-12-11	2018-08-24	37.500%	27.500	56.890
VLRS	2013-09-18	2018-08-24	-46.681%	10.000	9.980
VLRX	2016-07-19	2018-08-24	-97.417%	1.160	9.500
VLT	1989-04-21	2018-08-24	-77.317%	10.050	9.950
VLY	1990-03-23	2018-08-24	266.414%	10.000	9.995
VMBS	2009-11-23	2018-08-24	2.632%	49.460	54.870
VMC	1980-03-17	2018-08-24	3782.087%	10.000	99.940
VMI	1980-03-17	2018-08-24	18573.334%	0.625	99.900
VMO	1992-06-03	2018-08-24	-19.390%	10.000	9.950
VMW	2007-08-15	2018-08-24	162.294%	100.000	99.990
VNCE	2013-11-22	2018-08-24	-92.090%	10.830	99.000
VNDA	2006-04-12	2018-08-24	120.041%	0.450	9.990
VNET	2011-04-21	2018-08-24	-41.755%	10.000	9.990
VNO	1980-03-17	2018-08-24	9713.714%	0.421	99.901
VNOM	2014-06-18	2018-08-24	23.308%	12.690	39.920
VNQI	2010-11-01	2018-08-24	14.872%	39.120	65.200
VNTR	2017-08-03	2018-08-24	-42.421%	11.040	26.900
VOC	2011-05-06	2018-08-24	-73.549%	1.730	9.800
VOD	1988-11-02	2018-08-24	867.738%	10.019	9.990
VONE	2010-09-22	2018-08-24	156.915%	100.010	99.970
VONG	2010-09-22	2018-08-24	202.992%	100.110	99.960
VONV	2010-09-22	2018-08-24	117.362%	100.010	99.960
VOXX	1992-03-16	2018-08-24	198.667%	1.750	9.990
VOYA	2018-01-16	2018-08-24	-6.078%	45.610	55.270
VPG	2010-07-07	2018-08-24	280.342%	10.200	44.900
VPV	1993-06-10	2018-08-24	-15.965%	10.050	9.990
VRA	2010-10-21	2018-08-24	-39.678%	10.000	9.990
VRAY	2015-08-10	2018-08-24	97.400%	10.430	9.980
VREX	2017-01-23	2018-08-24	15.333%	25.000	43.760
VRIG	2016-09-22	2018-08-24	0.400%	24.970	25.350
VRML	2000-10-02	2018-08-24	-99.826%	0.010	99.300
VRNA	2017-04-27	2018-08-24	-13.556%	10.440	25.550
VRNS	2014-02-28	2018-08-24	63.977%	13.250	83.100
VRNT	2002-05-16	2018-08-24	239.890%	10.000	9.990
VRS	2016-07-19	2018-08-24	143.250%	10.000	9.740
VRSK	2009-10-07	2018-08-24	333.284%	100.000	99.920
VRSN	1998-01-30	2018-08-24	2348.314%	10.000	99.860
VRTS	2009-01-02	2018-08-24	1124.286%	10.720	99.980
VRTSP	2017-01-27	2018-08-24	9.066%	100.000	99.990
VRTU	2007-08-03	2018-08-24	385.413%	10.000	9.990
VRTV	2014-06-18	2018-08-24	22.405%	20.350	62.600
VRTX	1991-07-24	2018-08-24	3829.778%	10.000	99.740
VSAR	2014-03-21	2018-08-24	-94.262%	1.350	9.950
VSAT	1996-12-03	2018-08-24	1306.444%	10.000	9.938
VSEC	1982-10-22	2018-08-24	6611.305%	0.550	9.983
VSH	1980-03-17	2018-08-24	3875.521%	0.379	9.990
